exchange_id, data_time, channel_no, seq, price, qty, money, bid_no, ask_no, trade_flag
2,20211118131938020,2013,25875065,0,1500,0,0,25718032,4
2,20211118131938020,2013,25875067,0,200,0,83851,0,4
2,20211118131938020,2011,26019038,16.51,500,8255,26010162,26019037,F
2,20211118131938020,2011,26019039,16.51,300,4953,26010166,26019037,F
2,20211118131938020,2013,25875070,26.51,300,7953,25875069,25840684,F
2,20211118131938020,2011,26019042,7.26,100,726,20471333,26019041,F
2,20211118131938020,2011,26019043,0,100,0,16781154,0,4
2,20211118131938020,2011,26019046,0,100,0,0,25105723,4
2,20211118131938020,2011,26019048,55.43,100,5543,25933060,26019047,F
2,20211118131938020,2011,26019050,3.99,200,798,26010581,26019049,F
2,20211118131938030,2013,25875073,0,500,0,2938523,0,4
2,20211118131938030,2021,587010,0,48100,0,0,510295,4
2,20211118131938030,2013,25875075,22.97,100,2297,23322906,25875074,F
2,20211118131938030,2013,25875076,0,200,0,0,25808801,4
2,20211118131938030,2061,927200,2.331,200,466.2,921896,927199,F
2,20211118131938030,2061,927202,2.331,50,116.55,921896,927201,F
2,20211118131938020,2012,25553244,0,500,0,25388695,0,4
2,20211118131938030,2014,25718030,0,1000,0,19478646,0,4
2,20211118131938030,2032,2703184,371.824,10,3718.24,2703183,2703178,F
2,20211118131938030,2014,25718032,4.9,200,980,25718031,25532147,F
2,20211118131938030,2012,25553251,3.52,400,1408,25553250,25546739,F
2,20211118131938030,2012,25553252,0,500,0,25529476,0,4
2,20211118131938030,2012,25553253,0,500,0,25529477,0,4
2,20211118131938030,2014,25718033,4.9,4800,23520,25718031,25532435,F
2,20211118131938030,2012,25553257,6.76,100,676,25553245,25553256,F
2,20211118131938030,2033,6284836,0,130,0,0,6280646,4
2,20211118131938030,2012,25553259,3.52,500,1760,25553258,25546739,F
2,20211118131938030,2032,2703185,0,10,0,2701023,0,4
2,20211118131938030,2032,2703186,0,40,0,0,2595158,4
2,20211118131938040,2012,25553260,0,3700,0,25506393,0,4
2,20211118131938030,2014,25718035,13.2,200,2640,25717289,25718034,F
2,20211118131938030,2014,25718037,4.9,2300,11270,25718036,25532435,F
2,20211118131938030,2034,6162894,0,20,0,0,6136421,4
2,20211118131938030,2014,25718038,0,100,0,0,25679758,4
2,20211118131938030,2011,26019053,0,500,0,0,24396963,4
2,20211118131938030,2011,26019054,0,18600,0,0,25598042,4
2,20211118131938030,2033,6284838,165.055,10,1650.55,6284652,6284837,F
2,20211118131938030,2033,6284839,165.052,10,1650.52,6284501,6284837,F
2,20211118131938030,2011,26019056,0,900,0,0,25990259,4
2,20211118131938040,2033,6284840,0,300,0,0,6269317,4
2,20211118131938040,2061,927204,2.331,450,1048.95,921896,927203,F
2,20211118131938040,2014,25718041,44.6,700,31220,25705988,25718040,F
2,20211118131938040,2014,25718043,12.38,200,2476,25718042,18767061,F
2,20211118131938040,2011,26019060,39.28,100,3928,26019059,26016930,F
2,20211118131938040,2033,6284842,0,390,0,0,6284156,4
2,20211118131938040,2013,25875085,0,4500,0,0,25790113,4
2,20211118131938040,2011,26019064,20.28,400,8112,26018819,26019063,F
2,20211118131938040,2014,25718044,12.38,200,2476,25718042,18782422,F
2,20211118131938040,2014,25718045,12.38,500,6190,25718042,18935680,F
2,20211118131938040,2014,25718046,12.38,700,8666,25718042,19089099,F
2,20211118131938040,2032,2703189,160.1,10,1601,2703187,2703188,F
2,20211118131938040,2032,2703191,0,220,0,0,2700285,4
2,20211118131938040,2032,2703192,0,120,0,0,2702667,4
2,20211118131938040,2012,25553264,0,8000,0,0,24282700,4
2,20211118131938040,2012,25553266,552.49,100,55249,25537568,25553265,F
2,20211118131938040,2014,25718049,7.04,200,1408,25446072,25718048,F
2,20211118131938040,2012,25553269,4.93,1400,6902,25553268,25546382,F
2,20211118131938040,2014,25718051,5.73,200,1146,25718050,25713053,F
2,20211118131938040,2014,25718054,18.76,200,3752,25718053,24833448,F
2,20211118131938040,2032,2703194,0,10,0,0,2660142,4
2,20211118131938040,2013,25875086,0,100,0,0,24855850,4
2,20211118131938040,2011,26019066,0,3000,0,20677773,0,4
2,20211118131938040,2034,6162897,421.986,120,50638.3,6162896,6162868,F
2,20211118131938040,2034,6162898,421.987,100,42198.7,6162896,6162846,F
2,20211118131938050,2012,25553272,0,1100,0,25506345,0,4
2,20211118131938040,2013,25875088,23.36,200,4672,25842155,25875087,F
2,20211118131938050,2013,25875089,0,200,0,25796596,0,4
2,20211118131938040,2011,26019068,9.09,10700,97263,26019067,24363087,F
2,20211118131938040,2011,26019069,9.09,600,5454,26019067,25107212,F
2,20211118131938050,2013,25875090,0,300,0,25796594,0,4
2,20211118131938050,2013,25875092,34.42,200,6884,25875091,25771912,F
2,20211118131938040,2034,6162899,421.99,10,4219.9,6162896,6161168,F
2,20211118131938050,2033,6284845,165.052,10,1650.52,6284501,6284844,F
2,20211118131938040,2011,26019072,6.67,300,2001,26019071,25964316,F
2,20211118131938040,2011,26019073,6.67,300,2001,26019071,25987142,F
2,20211118131938050,2012,25553275,0,200,0,24547331,0,4
2,20211118131938050,2013,25875096,25.9,100,2590,25660031,25875095,F
2,20211118131938050,2013,25875097,0,1900,0,24092953,0,4
2,20211118131938050,2034,6162901,421.99,550,232094,6162900,6161168,F
2,20211118131938050,2034,6162902,422,20,8440,6162900,6160951,F
2,20211118131938050,2011,26019077,0,200,0,25945702,0,4
2,20211118131938050,2012,25553278,0,1500,0,25506326,0,4
2,20211118131938050,2032,2703196,246.12,50,12306,2703135,2703195,F
2,20211118131938050,2032,2703197,246.108,60,14766.5,2703092,2703195,F
2,20211118131938050,2034,6162903,422,50,21100,6162900,6162254,F
2,20211118131938050,2034,6162904,422,40,16880,6162900,6162568,F
2,20211118131938050,2011,26019080,0,2200,0,0,25991710,4
2,20211118131938050,2032,2703198,246.1,350,86135,2611016,2703195,F
2,20211118131938050,2032,2703199,246.1,110,27071,2616408,2703195,F
2,20211118131938050,2031,4954733,417.36,400,166944,4954732,4954731,F
2,20211118131938050,2034,6162907,422.06,10,4220.6,6162906,6162685,F
2,20211118131938050,2034,6162908,422.064,20,8441.28,6162906,6160444,F
2,20211118131938050,2034,6162909,0,660,0,6162906,0,4
2,20211118131938050,2014,25718060,17.06,100,1706,25238556,25718059,F
2,20211118131938050,2014,25718061,17.06,200,3412,25238615,25718059,F
2,20211118131938050,2014,25718062,17.06,100,1706,25238616,25718059,F
2,20211118131938050,2034,6162912,0,110,0,6162893,0,4
2,20211118131938050,2034,6162914,422.2,10,4222,6162913,6157928,F
2,20211118131938050,2034,6162916,0,30,0,6162915,0,4
2,20211118131938050,2034,6162917,0,200,0,6162905,0,4
2,20211118131938050,2014,25718064,6.86,11600,79576,25467807,25718063,F
2,20211118131938050,2014,25718065,0,100,0,25644337,0,4
2,20211118131938050,2014,25718067,4.32,1100,4752,25609590,25718066,F
2,20211118131938050,2014,25718068,4.32,900,3888,25609591,25718066,F
2,20211118131938050,2034,6162920,0,10,0,6162918,0,4
2,20211118131938050,2014,25718069,0,100,0,0,25713696,4
2,20211118131938050,2014,25718071,17.06,100,1706,25238616,25718070,F
2,20211118131938050,2034,6162924,422.2,10,4222,6162919,6162923,F
2,20211118131938050,2014,25718073,27.5,100,2750,25718072,25717970,F
2,20211118131938050,2011,26019084,109.13,200,21826,26014657,26019083,F
2,20211118131938060,2013,25875104,0,3000,0,20433145,0,4
2,20211118131938050,2011,26019085,109.13,100,10913,26015296,26019083,F
2,20211118131938060,2011,26019087,21.89,600,13134,25953514,26019086,F
2,20211118131938060,2011,26019088,21.89,100,2189,25988567,26019086,F
2,20211118131938060,2013,25875108,17.85,100,1785,25871537,25875107,F
2,20211118131938060,2013,25875109,0,3500,0,0,25704289,4
2,20211118131938060,2011,26019089,21.89,800,17512,25991553,26019086,F
2,20211118131938060,2011,26019091,0,2700,0,25871247,0,4
2,20211118131938060,2013,25875111,16.87,100,1687,25875110,25874364,F
2,20211118131938060,2033,6284847,0,50,0,6284835,0,4
2,20211118131938070,2013,25875113,0,300,0,25823727,0,4
2,20211118131938070,2061,927205,0,6740,0,920979,0,4
2,20211118131938070,2013,25875115,8.64,300,2592,25872566,25875114,F
2,20211118131938060,2011,26019094,16.69,300,5007,26019093,25998177,F
2,20211118131938060,2011,26019095,16.69,200,3338,26019093,25998422,F
2,20211118131938060,2011,26019096,16.69,100,1669,26019093,26005734,F
2,20211118131938060,2011,26019098,0,1000,0,24277728,0,4
2,20211118131938070,2011,26019099,0,1700,0,0,25991789,4
2,20211118131938060,2012,25553280,4.93,100,493,25553279,25546382,F
2,20211118131938060,2012,25553281,0,100,0,25544089,0,4
2,20211118131938060,2034,6162932,0,10,0,0,6162931,4
2,20211118131938060,2034,6162934,363.423,40,14536.9,6162732,6162933,F
2,20211118131938060,2034,6162937,0,180,0,0,6162928,4
2,20211118131938060,2014,25718075,0,100,0,0,25705645,4
2,20211118131938060,2014,25718079,9.51,100,951,25718078,25698880,F
2,20211118131938060,2012,25553284,0,1000,0,0,25376956,4
2,20211118131938060,2012,25553286,0,100,0,25545930,0,4
2,20211118131938060,2014,25718081,9.51,100,951,25718080,25698880,F
2,20211118131938060,2014,25718083,9.51,100,951,25718082,25698880,F
2,20211118131938060,2014,25718085,9.51,100,951,25718084,25698880,F
2,20211118131938060,2034,6162938,0,70,0,6162776,0,4
2,20211118131938070,2014,25718090,9.51,100,951,25718089,25698880,F
2,20211118131938070,2014,25718092,9.51,100,951,25718091,25698880,F
2,20211118131938070,2014,25718093,0,100,0,0,25705642,4
2,20211118131938070,2012,25553287,0,300,0,25388655,0,4
2,20211118131938070,2013,25875117,43.45,500,21725,25863410,25875116,F
2,20211118131938070,2013,25875118,0,1300,0,0,25847923,4
2,20211118131938070,2011,26019101,11.92,100,1192,26016366,26019100,F
2,20211118131938070,2011,26019103,0,600,0,0,16039066,4
2,20211118131938080,2013,25875119,0,500,0,22381770,0,4
2,20211118131938080,2011,26019105,14.69,2500,36725,26019104,24858665,F
2,20211118131938080,2011,26019106,14.69,500,7345,26019104,24927095,F
2,20211118131938080,2011,26019107,14.69,1200,17628,26019104,25214002,F
2,20211118131938080,2011,26019108,14.69,500,7345,26019104,25431125,F
2,20211118131938080,2011,26019109,14.69,100,1469,26019104,25767512,F
2,20211118131938080,2011,26019110,14.69,200,2938,26019104,25996551,F
2,20211118131938080,2013,25875125,0,200,0,15011010,0,4
2,20211118131938080,2033,6284850,0,50,0,6283748,0,4
2,20211118131938080,2031,4954737,0,30,0,0,4954575,4
2,20211118131938080,2031,4954739,237.275,10,2372.75,4954713,4954738,F
2,20211118131938080,2011,26019116,109.13,400,43652,26016070,26019115,F
2,20211118131938080,2013,25875131,6.39,100,639,25198612,25875130,F
2,20211118131938080,2031,4954741,237.275,10,2372.75,4954713,4954740,F
2,20211118131938080,2011,26019120,109.13,100,10913,26016070,26019119,F
2,20211118131938070,2012,25553289,0,700,0,25449157,0,4
2,20211118131938070,2014,25718096,9.51,100,951,25718095,25698880,F
2,20211118131938070,2012,25553292,45.87,200,9174,25553291,25539195,F
2,20211118131938070,2014,25718098,65.52,900,58968,25718097,25715307,F
2,20211118131938070,2014,25718099,65.52,100,6552,25718097,25715308,F
2,20211118131938070,2034,6162941,0,260,0,6162925,0,4
2,20211118131938070,2014,25718103,6.18,1000,6180,25718102,25656022,F
2,20211118131938070,2014,25718105,28.4,100,2840,25638211,25718104,F
2,20211118131938080,2014,25718106,0,100,0,0,25713763,4
2,20211118131938080,2014,25718108,57.03,900,51327,25718107,25712734,F
2,20211118131938080,2014,25718109,57.03,100,5703,25718107,25713451,F
2,20211118131938080,2012,25553295,5.5,2700,14850,25553294,14424471,F
2,20211118131938080,2012,25553297,30.58,200,6116,25552451,25553296,F
2,20211118131938080,2014,25718112,20.24,1000,20240,25699908,25718111,F
2,20211118131938080,2014,25718113,0,1000,0,25512803,0,4
2,20211118131938080,2013,25875135,29.4,100,2940,25865824,25875134,F
2,20211118131938080,2012,25553299,6.06,600,3636,25553298,24135092,F
2,20211118131938080,2014,25718115,28.4,300,8520,25638211,25718114,F
2,20211118131938080,2012,25553301,0,10000,0,0,25534095,4
2,20211118131938090,2013,25875140,6.39,100,639,25198612,25875139,F
2,20211118131938090,2013,25875142,12.6,100,1260,25267272,25875141,F
2,20211118131938090,2013,25875144,6.39,100,639,25198612,25875143,F
2,20211118131938080,2012,25553307,10.06,200,2012,25553306,25476350,F
2,20211118131938090,2031,4954747,237.275,10,2372.75,4954746,4954742,F
2,20211118131938090,2031,4954749,237.275,20,4745.5,4954748,4954743,F
2,20211118131938090,2031,4954750,237.275,10,2372.75,4954748,4954745,F
2,20211118131938090,2031,4954752,237.275,10,2372.75,4954748,4954751,F
2,20211118131938090,2031,4954754,237.274,10,2372.74,4954700,4954753,F
2,20211118131938090,2031,4954756,0,80,0,4953883,0,4
2,20211118131938090,2031,4954758,237.274,20,4745.48,4954757,4954755,F
2,20211118131938090,2031,4954760,353.347,10,3533.47,4954610,4954759,F
2,20211118131938090,2011,26019126,14.06,200,2812,26019125,25103981,F
2,20211118131938090,2011,26019127,14.06,400,5624,26019125,25103982,F
2,20211118131938090,2011,26019128,14.06,300,4218,26019125,25103983,F
2,20211118131938090,2011,26019129,14.06,100,1406,26019125,25103984,F
2,20211118131938080,2014,25718117,68.39,200,13678,25659309,25718116,F
2,20211118131938080,2024,645007,0.778,1900,1478.2,645006,623933,F
2,20211118131938090,2011,26019130,14.06,400,5624,26019125,25103985,F
2,20211118131938090,2011,26019131,14.06,500,7030,26019125,25103987,F
2,20211118131938090,2011,26019132,14.06,400,5624,26019125,25103988,F
2,20211118131938090,2011,26019133,14.06,100,1406,26019125,25103989,F
2,20211118131938090,2012,25553310,20.5,500,10250,25553309,25341224,F
2,20211118131938090,2014,25718120,9.51,470,4469.7,25718119,25698880,F
2,20211118131938090,2014,25718121,9.51,330,3138.3,25718119,25704482,F
2,20211118131938090,2011,26019134,14.06,100,1406,26019125,25103996,F
2,20211118131938090,2011,26019135,14.06,100,1406,26019125,25103997,F
2,20211118131938090,2011,26019136,14.06,100,1406,26019125,25103998,F
2,20211118131938090,2011,26019137,14.06,400,5624,26019125,25103999,F
2,20211118131938090,2012,25553313,50.48,400,20192,25552631,25553312,F
2,20211118131938090,2012,25553315,49.82,100,4982,25553314,25549312,F
2,20211118131938090,2012,25553316,49.82,100,4982,25553314,25549852,F
2,20211118131938090,2011,26019138,14.06,100,1406,26019125,25104000,F
2,20211118131938090,2011,26019139,14.06,200,2812,26019125,25104001,F
2,20211118131938090,2011,26019140,14.06,200,2812,26019125,25104003,F
2,20211118131938090,2012,25553317,0,700,0,0,22201618,4
2,20211118131938090,2012,25553320,15.47,600,9282,25553319,24208388,F
2,20211118131938090,2014,25718123,0,1000,0,0,1058173,4
2,20211118131938090,2014,25718125,54.01,200,10802,25718124,25706795,F
2,20211118131938090,2014,25718126,0,200,0,0,25631830,4
2,20211118131938090,2012,25553321,15.47,3000,46410,25553319,24269054,F
2,20211118131938090,2012,25553322,15.47,200,3094,25553319,25459176,F
2,20211118131938090,2012,25553323,15.47,100,1547,25553319,25496713,F
2,20211118131938090,2012,25553324,15.47,100,1547,25553319,25504583,F
2,20211118131938090,2014,25718128,0,10000,0,0,25589047,4
2,20211118131938090,2014,25718130,0,9800,0,25607839,0,4
2,20211118131938090,2012,25553325,15.47,100,1547,25553319,25509165,F
2,20211118131938090,2032,2703207,139.338,30,4180.14,2703206,2701713,F
2,20211118131938090,2031,4954761,0,30,0,4496372,0,4
2,20211118131938090,2011,26019142,0,200,0,0,25143201,4
2,20211118131938090,2013,25875147,6.2,2700,16740,24148425,25875146,F
2,20211118131938090,2013,25875148,6.2,300,1860,24152686,25875146,F
2,20211118131938100,2013,25875150,0,800,0,25796548,0,4
2,20211118131938100,2013,25875152,6.21,1000,6210,25875151,25870007,F
2,20211118131938100,2033,6284851,0,270,0,6277371,0,4
2,20211118131938100,2013,25875154,6.39,100,639,25198612,25875153,F
2,20211118131938100,2011,26019145,7.98,2300,18354,25951753,26019144,F
2,20211118131938100,2033,6284853,0,10,0,6276648,0,4
2,20211118131938100,2011,26019147,24.69,1200,29628,25765423,26019146,F
2,20211118131938100,2011,26019148,24.69,4900,120981,25774006,26019146,F
2,20211118131938100,2013,25875159,7.93,1500,11895,25581582,25875158,F
2,20211118131938100,2011,26019151,0,3900,0,25289268,0,4
2,20211118131938100,2013,25875161,12.35,1000,12350,25875160,25868519,F
2,20211118131938100,2023,656836,0,140000,0,0,656435,4
2,20211118131938100,2023,656837,0,140000,0,656434,0,4
2,20211118131938100,2032,2703210,0,220,0,0,2697851,4
2,20211118131938100,2032,2703211,0,270,0,0,2702647,4
2,20211118131938090,2014,25718132,54,100,5400,25595428,25718131,F
2,20211118131938100,2034,6162944,0,110,0,0,6159299,4
2,20211118131938100,2032,2703212,0,180,0,0,2701251,4
2,20211118131938100,2032,2703213,0,10,0,0,2701713,4
2,20211118131938100,2034,6162946,0,500,0,6148872,0,4
2,20211118131938100,2014,25718135,0,100,0,0,25714043,4
2,20211118131938100,2014,25718136,0,100,0,0,25714045,4
2,20211118131938100,2014,25718137,0,100,0,0,25714042,4
2,20211118131938100,2014,25718138,0,100,0,0,25714041,4
2,20211118131938100,2014,25718141,0,100,0,0,25714059,4
2,20211118131938100,2012,25553328,0,4600,0,25506410,0,4
2,20211118131938100,2012,25553330,149.69,100,14969,25553329,25553102,F
2,20211118131938100,2014,25718144,0,100,0,25686993,0,4
2,20211118131938100,2032,2703215,246.195,10,2461.95,2703214,2703201,F
2,20211118131938100,2012,25553332,20.99,2700,56673,25547610,25553331,F
2,20211118131938100,2014,25718146,5.67,300,1701,25718145,25643042,F
2,20211118131938110,2033,6284854,0,10,0,6278895,0,4
2,20211118131938110,2013,25875163,4.02,300,1206,25846543,25875162,F
2,20211118131938110,2013,25875164,0,1386,0,0,25832671,4
2,20211118131938110,2011,26019157,0,200,0,0,25687684,4
2,20211118131938110,2011,26019158,0,100,0,25620081,0,4
2,20211118131938110,2011,26019159,0,500,0,0,25964064,4
2,20211118131938110,2013,25875167,0,3600,0,0,25832676,4
2,20211118131938110,2013,25875168,0,3300,0,0,180992,4
2,20211118131938120,2013,25875170,0,100,0,0,25855123,4
2,20211118131938120,2011,26019161,109.13,100,10913,26016200,26019160,F
2,20211118131938120,2033,6284859,165.1,800,132080,6284852,6284858,F
2,20211118131938120,2013,25875172,0,1000,0,24977512,0,4
2,20211118131938120,2013,25875173,0,4200,0,0,25865775,4
2,20211118131938120,2013,25875174,0,400,0,0,25703618,4
2,20211118131938100,2012,25553337,31.58,100,3158,25553336,25504783,F
2,20211118131938100,2012,25553338,31.58,200,6316,25553336,25506709,F
2,20211118131938100,2034,6162947,0,120,0,6162869,0,4
2,20211118131938100,2012,25553339,31.58,100,3158,25553336,25507609,F
2,20211118131938100,2012,25553340,31.58,200,6316,25553336,25507722,F
2,20211118131938100,2012,25553341,31.58,300,9474,25553336,25513671,F
2,20211118131938100,2012,25553342,31.6,100,3160,25553336,24900538,F
2,20211118131938110,2014,25718150,60.42,200,12084,25718149,25715990,F
2,20211118131938110,2014,25718152,13.44,16020,215309,20654806,25718151,F
2,20211118131938100,2012,25553343,31.6,400,12640,25553336,25227062,F
2,20211118131938100,2012,25553344,31.6,200,6320,25553336,25443595,F
2,20211118131938100,2012,25553345,31.61,1000,31610,25553336,25214638,F
2,20211118131938100,2012,25553346,31.61,100,3161,25553336,25542984,F
2,20211118131938100,2012,25553347,31.64,300,9492,25553336,25226654,F
2,20211118131938110,2012,25553349,0,100,0,25490346,0,4
2,20211118131938110,2012,25553350,0,200,0,25490341,0,4
2,20211118131938110,2014,25718153,13.44,180,2419.2,22241273,25718151,F
2,20211118131938110,2014,25718155,10.77,300,3231,25464865,25718154,F
2,20211118131938110,2012,25553352,0,1600,0,25465293,0,4
2,20211118131938110,2014,25718158,15.82,2000,31640,25718157,25716190,F
2,20211118131938110,2012,25553356,17.91,500,8955,25553355,25546849,F
2,20211118131938110,2014,25718160,9.51,70,665.7,25718159,25704482,F
2,20211118131938110,2014,25718161,9.51,30,285.3,25718159,25718074,F
2,20211118131938110,2014,25718162,0,100,0,25644335,0,4
2,20211118131938120,2011,26019166,24.69,100,2469,25774006,26019165,F
2,20211118131938120,2013,25875177,6.39,100,639,25198612,25875176,F
2,20211118131938120,2033,6284861,0,200,0,6284662,0,4
2,20211118131938120,2033,6284862,0,80,0,6284666,0,4
2,20211118131938120,2033,6284863,0,50,0,6284848,0,4
2,20211118131938120,2013,25875179,11.22,100,1122,25875178,25860604,F
2,20211118131938120,2013,25875180,11.22,100,1122,25875178,25860890,F
2,20211118131938120,2013,25875181,11.22,100,1122,25875178,25866925,F
2,20211118131938120,2013,25875182,11.22,100,1122,25875178,25866936,F
2,20211118131938120,2013,25875183,11.22,100,1122,25875178,25866937,F
2,20211118131938120,2013,25875184,11.22,100,1122,25875178,25866938,F
2,20211118131938120,2013,25875185,11.22,100,1122,25875178,25866947,F
2,20211118131938120,2013,25875186,11.22,100,1122,25875178,25867102,F
2,20211118131938130,2013,25875188,0,1400,0,24585101,0,4
2,20211118131938130,2013,25875189,0,500,0,25796593,0,4
2,20211118131938130,2013,25875190,0,100,0,0,25873232,4
2,20211118131938130,2013,25875191,0,100,0,0,25873239,4
2,20211118131938130,2013,25875192,0,700,0,0,25873231,4
2,20211118131938130,2013,25875193,0,300,0,0,25873235,4
2,20211118131938130,2013,25875194,0,200,0,0,25873236,4
2,20211118131938130,2013,25875195,0,200,0,0,25873240,4
2,20211118131938130,2011,26019169,0,100,0,26009383,0,4
2,20211118131938110,2012,25553358,28.5,200,5700,25531263,25553357,F
2,20211118131938120,2012,25553360,49,1000,49000,25527147,25553359,F
2,20211118131938130,2013,25875196,0,100,0,0,25873238,4
2,20211118131938130,2013,25875197,0,600,0,0,25873234,4
2,20211118131938130,2013,25875199,0,100,0,25850798,0,4
2,20211118131938120,2024,645009,0.797,1000,797,644710,645008,F
2,20211118131938120,2024,645010,0,163000,0,0,645008,4
2,20211118131938120,2014,25718171,16.34,100,1634,22944404,25718170,F
2,20211118131938120,2012,25553363,5.93,200,1186,23720921,25553362,F
2,20211118131938120,2012,25553364,5.93,2200,13046,24070565,25553362,F
2,20211118131938130,2014,25718173,7.88,700,5516,25606593,25718172,F
2,20211118131938130,2012,25553365,0,200,0,0,25542239,4
2,20211118131938130,2012,25553366,0,1500,0,0,25347947,4
2,20211118131938130,2014,25718176,5.67,300,1701,25718175,25643042,F
2,20211118131938130,2014,25718177,0,11500,0,20097987,0,4
2,20211118131938130,2014,25718181,9.51,200,1902,25718180,25718074,F
2,20211118131938130,2014,25718185,27.5,900,24750,25718184,25717970,F
2,20211118131938130,2012,25553370,56.85,100,5685,25553369,25546892,F
2,20211118131938130,2013,25875208,0,2747,0,0,25822824,4
2,20211118131938130,2011,26019170,0,1900,0,24351233,0,4
2,20211118131938130,2011,26019171,0,500,0,0,26009183,4
2,20211118131938130,2012,25553371,0,2700,0,25506314,0,4
2,20211118131938130,2012,25553373,10.93,1800,19674,25553372,25060775,F
2,20211118131938130,2012,25553374,10.93,500,5465,25553372,25069299,F
2,20211118131938130,2012,25553375,10.93,200,2186,25553372,25238302,F
2,20211118131938130,2012,25553376,10.93,100,1093,25553372,25285631,F
2,20211118131938130,2012,25553377,10.93,100,1093,25553372,25418543,F
2,20211118131938130,2012,25553378,10.93,100,1093,25553372,25425503,F
2,20211118131938130,2012,25553379,10.93,100,1093,25553372,25425504,F
2,20211118131938140,2013,25875210,5.89,1900,11191,25258569,25875209,F
2,20211118131938140,2013,25875211,0,200,0,0,25788937,4
2,20211118131938140,2011,26019176,4.75,6000,28500,25465226,26019175,F
2,20211118131938140,2011,26019179,0,100,0,25295208,0,4
2,20211118131938140,2011,26019181,8.88,2300,20424,26019180,26014942,F
2,20211118131938140,2021,587025,0,110000,0,586562,0,4
2,20211118131938140,2021,587026,0,110000,0,0,586563,4
2,20211118131938140,2011,26019184,39.65,100,3965,26010719,26019183,F
2,20211118131938140,2013,25875214,5.89,200,1178,25258569,25875213,F
2,20211118131938140,2013,25875217,17.16,200,3432,25861469,25875216,F
2,20211118131938140,2013,25875218,17.16,100,1716,25861574,25875216,F
2,20211118131938130,2012,25553380,10.93,800,8744,25553372,25491875,F
2,20211118131938130,2012,25553381,10.93,100,1093,25553372,25506734,F
2,20211118131938130,2012,25553382,10.93,100,1093,25553372,25532286,F
2,20211118131938130,2014,25718187,0,200,0,0,25717213,4
2,20211118131938140,2014,25718189,17.06,200,3412,25238652,25718188,F
2,20211118131938140,2014,25718190,17.06,200,3412,25238663,25718188,F
2,20211118131938140,2012,25553385,0,600,0,0,19142743,4
2,20211118131938140,2014,25718191,17.06,100,1706,25252916,25718188,F
2,20211118131938140,2014,25718192,0,900,0,25708552,0,4
2,20211118131938140,2014,25718195,27.5,100,2750,25718194,25717970,F
2,20211118131938140,2014,25718197,28.4,100,2840,25638211,25718196,F
2,20211118131938140,2014,25718198,0,400,0,0,22658487,4
2,20211118131938140,2014,25718199,0,100,0,0,25714020,4
2,20211118131938140,2022,484751,0,600000,0,475226,0,4
2,20211118131938140,2012,25553388,0,1800,0,0,25553384,4
2,20211118131938140,2014,25718201,0,1000,0,0,25688726,4
2,20211118131938150,2011,26019186,6.29,100,629,26019185,26016454,F
2,20211118131938150,2013,25875219,0,6000,0,25703626,0,4
2,20211118131938150,2013,25875220,0,400,0,0,551820,4
2,20211118131938140,2012,25553392,30.28,100,3028,25553391,25552403,F
2,20211118131938140,2024,645011,0,120000,0,644475,0,4
2,20211118131938140,2024,645012,0,150000,0,644454,0,4
2,20211118131938140,2024,645013,0,150000,0,0,644457,4
2,20211118131938150,2013,25875224,16.03,500,8015,25862315,25875223,F
2,20211118131938150,2011,26019190,0,1000,0,0,21345898,4
2,20211118131938150,2061,927209,2.331,890,2074.59,921896,927208,F
2,20211118131938160,2011,26019196,0,300,0,25498743,0,4
2,20211118131938140,2014,25718205,0,500,0,0,25425951,4
2,20211118131938150,2014,25718208,0,100,0,0,25703147,4
2,20211118131938150,2034,6162953,0,40,0,6032646,0,4
2,20211118131938150,2024,645014,0,250000,0,618687,0,4
2,20211118131938150,2032,2703218,0,50,0,2703200,0,4
2,20211118131938150,2014,25718215,15.77,400,6308,25716597,25718214,F
2,20211118131938150,2014,25718216,15.77,400,6308,25716633,25718214,F
2,20211118131938150,2014,25718217,15.77,300,4731,25717003,25718214,F
2,20211118131938150,2014,25718218,15.77,100,1577,25717006,25718214,F
2,20211118131938150,2014,25718219,15.77,100,1577,25717007,25718214,F
2,20211118131938150,2014,25718220,15.77,100,1577,25717053,25718214,F
2,20211118131938150,2014,25718222,15.22,400,6088,25447328,25718221,F
2,20211118131938150,2014,25718224,9.36,100,936,25718223,25712308,F
2,20211118131938160,2013,25875226,0,7300,0,25739770,0,4
2,20211118131938160,2014,25718227,3.74,9600,35904,25718226,25488461,F
2,20211118131938160,2011,26019198,0,100,0,22856159,0,4
2,20211118131938160,2012,25553401,30.58,100,3058,25552451,25553400,F
2,20211118131938160,2012,25553402,0,1500,0,0,25529620,4
2,20211118131938160,2013,25875230,70.68,200,14136,25875229,25832879,F
2,20211118131938160,2033,6284870,0,90,0,6284501,0,4
2,20211118131938160,2012,25553407,8.62,400,3448,25545671,25553406,F
2,20211118131938160,2014,25718230,41.1,100,4110,25718229,25710426,F
2,20211118131938160,2013,25875232,0,100,0,19258182,0,4
2,20211118131938160,2011,26019200,0,10000,0,25928508,0,4
2,20211118131938160,2011,26019201,0,2800,0,0,26006955,4
2,20211118131938160,2024,645016,0,177000,0,644815,0,4
2,20211118131938160,2013,25875233,0,500,0,25510556,0,4
2,20211118131938160,2033,6284872,0,10,0,0,5910008,4
