exchange_id, data_time, channel_no, seq, price, qty, side, ord_type
2,20211118131939080,2014,25719308,5.08,2000,1,2
2,20211118131939080,2012,25555146,30.04,100,1,2
2,20211118131939080,2012,25555147,5.6,1900,1,2
2,20211118131939080,2014,25719309,7.67,200,2,2
2,20211118131939080,2014,25719311,55.8,200,1,2
2,20211118131939080,2014,25719312,17.16,600,1,2
2,20211118131939080,2014,25719313,19.71,1000,1,2
2,20211118131939090,2014,25719314,7.24,100,2,2
2,20211118131939090,2014,25719315,79.81,900,1,2
2,20211118131939080,2012,25555150,56.65,100,1,2
2,20211118131939090,2012,25555152,20.72,100,1,2
2,20211118131939090,2012,25555153,54.01,1300,1,2
2,20211118131939090,2012,25555155,56.99,1800,2,2
2,20211118131939070,2011,26020344,51.64,100,2,2
2,20211118131939070,2011,26020346,26.34,600,2,2
2,20211118131939080,2011,26020347,631.09,100,2,2
2,20211118131939080,2013,25876617,12.24,6000,1,2
2,20211118131939080,2013,25876618,17.17,400,2,2
2,20211118131939080,2011,26020348,51.64,300,2,2
2,20211118131939080,2011,26020351,11.94,200,2,2
2,20211118131939080,2011,26020354,8.44,100,1,2
2,20211118131939080,2011,26020356,8.44,100,1,2
2,20211118131939080,2011,26020359,8.44,100,1,2
2,20211118131939080,2011,26020361,8.44,100,1,2
2,20211118131939080,2011,26020363,8.44,100,1,2
2,20211118131939080,2011,26020365,8.44,100,1,2
2,20211118131939080,2011,26020367,8.44,100,1,2
2,20211118131939080,2011,26020369,8.44,100,1,2
2,20211118131939080,2011,26020371,8.44,100,1,2
2,20211118131939080,2011,26020373,8.44,100,1,2
2,20211118131939080,2011,26020374,8.44,100,1,2
2,20211118131939080,2011,26020375,8.44,100,1,2
2,20211118131939080,2011,26020376,8.44,100,1,2
2,20211118131939080,2011,26020377,8.44,100,1,2
2,20211118131939080,2011,26020378,8.44,100,1,2
2,20211118131939080,2011,26020379,8.44,100,1,2
2,20211118131939080,2011,26020380,8.44,100,1,2
2,20211118131939080,2011,26020381,8.44,100,1,2
2,20211118131939080,2011,26020382,8.44,100,1,2
2,20211118131939080,2011,26020383,8.44,100,1,2
2,20211118131939080,2011,26020384,8.44,100,1,2
2,20211118131939080,2011,26020385,8.44,100,1,2
2,20211118131939080,2011,26020386,8.44,100,1,2
2,20211118131939080,2011,26020387,8.44,100,1,2
2,20211118131939080,2011,26020388,8.44,100,1,2
2,20211118131939080,2011,26020389,8.44,200,1,2
2,20211118131939080,2011,26020390,8.44,100,1,2
2,20211118131939080,2011,26020391,8.44,200,1,2
2,20211118131939080,2011,26020392,8.44,100,1,2
2,20211118131939080,2011,26020393,8.44,100,1,2
2,20211118131939080,2011,26020394,8.44,100,1,2
2,20211118131939080,2011,26020396,8.44,100,1,2
2,20211118131939080,2011,26020397,8.44,100,1,2
2,20211118131939080,2011,26020398,8.44,100,1,2
2,20211118131939080,2011,26020399,8.44,100,1,2
2,20211118131939080,2011,26020400,8.44,200,1,2
2,20211118131939080,2011,26020401,8.44,100,1,2
2,20211118131939080,2011,26020402,8.44,100,1,2
2,20211118131939080,2011,26020403,8.44,100,1,2
2,20211118131939080,2011,26020404,8.44,100,1,2
2,20211118131939080,2011,26020405,8.44,100,1,2
2,20211118131939080,2011,26020406,8.44,100,1,2
2,20211118131939080,2011,26020407,8.44,100,1,2
2,20211118131939080,2011,26020408,8.44,100,1,2
2,20211118131939080,2011,26020409,8.44,100,1,2
2,20211118131939080,2011,26020412,11.94,200,2,2
2,20211118131939080,2011,26020414,62.21,100,2,2
2,20211118131939080,2011,26020418,8.44,100,1,2
2,20211118131939080,2011,26020419,8.44,100,1,2
2,20211118131939090,2011,26020420,9.08,400,1,2
2,20211118131939080,2013,25876621,15.6,3200,2,2
2,20211118131939080,2013,25876626,11.61,5000,2,2
2,20211118131939080,2013,25876631,31.83,2900,1,2
2,20211118131939080,2013,25876632,35.85,300,2,2
2,20211118131939090,2013,25876633,23.42,1100,1,2
2,20211118131939080,2031,4955306,353.326,120,1,2
2,20211118131939080,2031,4955308,139.416,10,2,2
2,20211118131939090,2034,6163320,137.87,420,1,2
2,20211118131939090,2014,25719317,9.73,1000,1,2
2,20211118131939090,2033,6285254,104.41,10,1,2
2,20211118131939090,2014,25719318,3.33,2500,1,2
2,20211118131939090,2012,25555157,47.97,200,2,2
2,20211118131939090,2014,25719319,28,100,2,2
2,20211118131939090,2011,26020422,23.23,600,2,2
2,20211118131939090,2012,25555160,37.73,200,2,2
2,20211118131939090,2012,25555161,20.73,300,1,2
2,20211118131939090,2012,25555163,20.73,100,1,2
2,20211118131939090,2012,25555165,20.73,100,1,2
2,20211118131939090,2012,25555167,12.8,5000,2,2
2,20211118131939090,2012,25555168,20.73,100,1,2
2,20211118131939090,2012,25555170,20.72,100,1,2
2,20211118131939090,2014,25719321,16.28,100,2,2
2,20211118131939090,2014,25719322,18.62,600,2,2
2,20211118131939090,2014,25719323,5.76,500,2,2
2,20211118131939090,2012,25555171,10.31,100,2,2
2,20211118131939090,2012,25555173,6.02,500,1,2
2,20211118131939090,2012,25555174,3.24,100,2,2
2,20211118131939090,2032,2703382,246.495,130,2,2
2,20211118131939090,2012,25555175,12.79,500,2,2
2,20211118131939090,2012,25555177,12.79,400,2,2
2,20211118131939090,2012,25555179,17.78,200,1,2
2,20211118131939100,2012,25555180,11.33,1000,1,2
2,20211118131939100,2014,25719325,7.9,1000,2,2
2,20211118131939100,2012,25555182,15.73,900,1,2
2,20211118131939100,2032,2703383,246.384,60,2,2
2,20211118131939090,2011,26020424,69.66,200,2,2
2,20211118131939090,2011,26020426,76.32,1000,2,2
2,20211118131939090,2033,6285255,165.046,70,2,2
2,20211118131939100,2014,25719328,5.76,1000,2,2
2,20211118131939090,2011,26020427,76.32,300,2,2
2,20211118131939090,2011,26020428,32.15,100,2,2
2,20211118131939090,2011,26020429,7.28,500,2,2
2,20211118131939090,2011,26020431,46.03,200,1,2
2,20211118131939090,2011,26020434,45.6,14800,2,2
2,20211118131939090,2033,6285257,176,4,2,2
2,20211118131939090,2011,26020436,29.97,1200,1,2
2,20211118131939090,2011,26020437,8.44,100,1,2
2,20211118131939090,2011,26020438,8.44,100,1,2
2,20211118131939090,2011,26020439,8.44,100,1,2
2,20211118131939090,2011,26020440,8.44,100,1,2
2,20211118131939090,2011,26020441,8.44,100,1,2
2,20211118131939090,2011,26020442,8.44,100,1,2
2,20211118131939090,2011,26020443,8.44,100,1,2
2,20211118131939090,2011,26020446,76.24,100,2,2
2,20211118131939090,2013,25876634,21.36,1000,2,2
2,20211118131939090,2011,26020448,8.44,100,1,2
2,20211118131939090,2011,26020449,8.44,100,1,2
2,20211118131939090,2011,26020450,76.24,100,2,2
2,20211118131939090,2011,26020452,8.68,6100,1,2
2,20211118131939090,2011,26020457,8.44,100,1,2
2,20211118131939090,2011,26020458,76.24,100,2,2
2,20211118131939090,2011,26020460,76.24,100,2,2
2,20211118131939090,2011,26020461,76.24,100,2,2
2,20211118131939090,2011,26020462,76.31,100,2,2
2,20211118131939090,2011,26020463,76.24,100,2,2
2,20211118131939090,2011,26020464,45.59,200,2,2
2,20211118131939090,2011,26020466,30.01,100,1,2
2,20211118131939100,2011,26020469,30.01,100,1,2
2,20211118131939090,2031,4955312,238.231,200,1,2
2,20211118131939090,2031,4955314,353.324,120,1,2
2,20211118131939090,2031,4955315,238.236,340,1,2
2,20211118131939090,2031,4955317,238.231,20,2,2
2,20211118131939090,2031,4955319,238.231,50,2,2
2,20211118131939090,2031,4955321,238.231,20,2,2
2,20211118131939090,2013,25876636,18.48,17000,2,2
2,20211118131939090,2013,25876637,9.18,8400,1,2
2,20211118131939090,2031,4955323,238.231,50,2,2
2,20211118131939100,2031,4955325,238.241,50,1,2
2,20211118131939090,2033,6285259,110.76,10,2,2
2,20211118131939090,2033,6285262,264.54,70,1,2
2,20211118131939100,2033,6285263,263.513,50,2,2
2,20211118131939100,2014,25719329,68.58,1000,2,2
2,20211118131939100,2012,25555183,9.44,700,1,2
2,20211118131939100,2012,25555185,5.44,600,1,2
2,20211118131939100,2012,25555186,45.81,800,1,2
2,20211118131939100,2034,6163321,278.832,530,2,2
2,20211118131939100,2014,25719330,16.78,500,2,2
2,20211118131939100,2014,25719331,16.78,100,2,2
2,20211118131939100,2012,25555189,9.47,200,2,2
2,20211118131939100,2012,25555191,6.93,1000,2,2
2,20211118131939100,2012,25555192,9.47,600,2,2
2,20211118131939100,2012,25555194,12.72,300,2,2
2,20211118131939100,2014,25719332,2.36,1400,1,2
2,20211118131939100,2014,25719334,4.9,1000,1,2
2,20211118131939100,2012,25555198,36.75,700,2,2
2,20211118131939100,2012,25555199,7.81,100,2,2
2,20211118131939100,2012,25555201,10.93,100,2,2
2,20211118131939100,2014,25719336,13.44,300,1,2
2,20211118131939100,2014,25719339,127.72,100,1,2
2,20211118131939100,2012,25555202,10.93,100,2,2
2,20211118131939100,2012,25555203,10.93,100,2,2
2,20211118131939100,2012,25555204,10.93,100,2,2
2,20211118131939100,2012,25555205,10.93,100,2,2
2,20211118131939100,2012,25555206,3.41,13600,2,2
2,20211118131939100,2012,25555207,9.47,100,2,2
2,20211118131939100,2011,26020471,76.23,100,2,2
2,20211118131939100,2011,26020473,76.23,100,2,2
2,20211118131939100,2013,25876642,8.77,1100,2,2
2,20211118131939100,2013,25876643,5.24,200,2,2
2,20211118131939100,2011,26020475,24.38,100,1,2
2,20211118131939100,2011,26020477,45.59,200,2,2
2,20211118131939100,2031,4955327,238.236,310,2,2
2,20211118131939100,2031,4955330,238.231,50,2,2
2,20211118131939100,2011,26020479,76.23,100,2,2
2,20211118131939100,2011,26020480,76.23,100,2,2
2,20211118131939100,2011,26020481,76.23,100,2,2
2,20211118131939100,2011,26020482,8.09,500,2,2
2,20211118131939100,2011,26020483,76.17,100,2,2
2,20211118131939100,2011,26020485,7.94,500,1,2
2,20211118131939100,2011,26020486,51.64,500,2,2
2,20211118131939100,2011,26020488,8.44,200,1,2
2,20211118131939100,2011,26020489,76.17,200,2,2
2,20211118131939100,2011,26020491,76.32,600,2,2
2,20211118131939100,2011,26020494,28.42,500,1,2
2,20211118131939100,2011,26020496,25.07,500,2,2
2,20211118131939100,2011,26020497,76.17,100,2,2
2,20211118131939100,2011,26020499,109.13,200,2,2
2,20211118131939110,2011,26020500,9.29,20200,1,2
2,20211118131939110,2011,26020501,76.17,100,2,2
2,20211118131939110,2011,26020503,76.17,100,2,2
2,20211118131939110,2011,26020506,15.35,200,1,2
2,20211118131939110,2011,26020507,76.17,100,2,2
2,20211118131939100,2031,4955332,238.24,140,2,2
2,20211118131939100,2031,4955333,238.24,190,2,2
2,20211118131939100,2031,4955335,238.241,50,2,2
2,20211118131939100,2031,4955336,238.231,50,2,2
2,20211118131939100,2031,4955337,238.231,40,2,2
2,20211118131939110,2031,4955339,353.323,120,1,2
2,20211118131939100,2013,25876646,9.6,3000,2,2
2,20211118131939100,2013,25876647,10.25,100,2,2
2,20211118131939100,2013,25876651,7.82,1300,1,2
2,20211118131939100,2013,25876652,2.27,16700,1,2
2,20211118131939110,2013,25876655,7.83,100,1,2
2,20211118131939110,2013,25876657,7.82,400,1,2
2,20211118131939110,2013,25876658,7.82,200,1,2
2,20211118131939110,2013,25876660,31.81,100,1,2
2,20211118131939110,2013,25876661,7.82,400,1,2
2,20211118131939110,2033,6285270,264.541,40,1,2
2,20211118131939110,2033,6285271,264.541,50,1,2
2,20211118131939110,2033,6285273,204.901,130,1,2
2,20211118131939110,2061,927349,2.3,10,2,2
2,20211118131939110,2014,25719341,13.44,300,1,2
2,20211118131939110,2012,25555209,7.81,100,2,2
2,20211118131939110,2012,25555212,29.17,200,2,2
2,20211118131939110,2014,25719343,5.2,100,2,2
2,20211118131939110,2014,25719344,12.5,800,1,2
2,20211118131939110,2014,25719345,9.35,200,2,2
2,20211118131939110,2014,25719348,28.31,100,2,2
2,20211118131939110,2012,25555214,39.9,2000,2,2
2,20211118131939110,2034,6163326,280,10,2,2
2,20211118131939110,2014,25719349,27.52,1000,2,2
2,20211118131939110,2012,25555215,3.34,1800,1,2
2,20211118131939120,2014,25719351,0,31100,1,1
2,20211118131939120,2012,25555218,30.18,200,1,2
2,20211118131939120,2014,25719357,286,400,1,2
2,20211118131939120,2014,25719358,3.23,200,1,2
2,20211118131939120,2014,25719359,33.91,500,1,2
2,20211118131939120,2014,25719360,12.43,500,1,2
2,20211118131939120,2012,25555219,9.48,100,2,2
2,20211118131939110,2011,26020509,76.32,900,2,2
2,20211118131939110,2011,26020510,109.13,300,2,2
2,20211118131939110,2013,25876662,9.96,1000,2,2
2,20211118131939110,2061,927351,2.333,610,2,2
2,20211118131939110,2011,26020511,76.31,700,2,2
2,20211118131939110,2011,26020512,76.31,1000,2,2
2,20211118131939110,2013,25876663,5.24,200,2,2
2,20211118131939110,2013,25876665,22.25,1000,1,2
2,20211118131939110,2011,26020513,76.17,100,2,2
2,20211118131939110,2011,26020515,76.32,400,2,2
2,20211118131939110,2011,26020516,9.08,300,1,2
2,20211118131939110,2011,26020517,9.15,500,1,2
2,20211118131939110,2011,26020518,76.17,100,2,2
2,20211118131939110,2013,25876668,45.68,100,2,2
2,20211118131939110,2013,25876669,4.97,2000,1,2
2,20211118131939120,2013,25876670,60.97,300,1,2
2,20211118131939120,2013,25876679,8.64,100,1,2
2,20211118131939110,2011,26020520,15.35,100,2,2
2,20211118131939110,2011,26020522,302,100,2,2
2,20211118131939120,2011,26020523,76.17,100,2,2
2,20211118131939120,2013,25876681,59.01,600,2,2
2,20211118131939120,2013,25876682,59.01,100,2,2
2,20211118131939120,2013,25876683,59.01,200,2,2
2,20211118131939110,2033,6285274,110.8,100,2,2
2,20211118131939120,2011,26020525,76.17,100,2,2
2,20211118131939120,2011,26020527,296.33,300,2,2
2,20211118131939120,2011,26020528,6.26,1000,1,2
2,20211118131939120,2031,4955341,353.103,40,1,2
2,20211118131939120,2013,25876684,59.01,300,2,2
2,20211118131939120,2014,25719361,12.43,500,1,2
2,20211118131939120,2014,25719362,12.43,500,1,2
2,20211118131939120,2014,25719363,12.43,500,1,2
2,20211118131939120,2014,25719364,31.83,200,1,2
2,20211118131939120,2031,4955342,353.323,120,1,2
2,20211118131939120,2011,26020532,76.3,400,2,2
2,20211118131939120,2031,4955343,353.239,70,1,2
2,20211118131939120,2013,25876685,59.01,100,2,2
2,20211118131939120,2014,25719365,12.43,500,1,2
2,20211118131939120,2012,25555220,54,100,1,2
2,20211118131939120,2034,6163328,422.029,50,1,2
2,20211118131939120,2034,6163329,162,20,2,2
2,20211118131939120,2014,25719367,17.78,400,2,2
2,20211118131939120,2014,25719368,68.45,100,1,2
2,20211118131939120,2012,25555221,17.91,2300,2,2
2,20211118131939120,2012,25555222,20.73,200,1,2
2,20211118131939120,2014,25719370,154.68,400,2,2
2,20211118131939120,2034,6163330,155.504,260,2,2
2,20211118131939130,2014,25719371,31,500,2,2
2,20211118131939130,2014,25719373,13.33,100,2,2
2,20211118131939130,2014,25719375,21.26,100,2,2
2,20211118131939130,2012,25555224,10.93,100,2,2
2,20211118131939130,2012,25555225,10.93,100,2,2
2,20211118131939130,2012,25555226,10.93,100,2,2
2,20211118131939130,2012,25555227,29.17,200,2,2
2,20211118131939130,2012,25555228,2.27,1500,1,2
2,20211118131939120,2011,26020534,76.3,100,2,2
2,20211118131939120,2011,26020535,76.17,100,2,2
2,20211118131939120,2013,25876686,59.01,200,2,2
2,20211118131939120,2011,26020538,9.29,200,1,2
2,20211118131939120,2011,26020539,76.17,100,2,2
2,20211118131939120,2011,26020541,28.55,300,2,2
2,20211118131939120,2013,25876687,59.01,700,2,2
2,20211118131939120,2013,25876688,59.01,100,2,2
2,20211118131939120,2011,26020543,14.27,2000,2,2
2,20211118131939120,2031,4955344,353.323,120,1,2
2,20211118131939120,2011,26020545,8.29,400,2,2
2,20211118131939120,2011,26020547,76.17,100,2,2
2,20211118131939120,2011,26020548,26.21,1000,1,2
2,20211118131939120,2011,26020549,76.17,100,2,2
2,20211118131939120,2011,26020550,76.17,100,2,2
2,20211118131939120,2011,26020552,8.44,200,1,2
2,20211118131939130,2011,26020553,6.6,1000,2,2
2,20211118131939130,2011,26020554,109.16,100,2,2
2,20211118131939130,2031,4955346,128.212,140,2,2
2,20211118131939120,2013,25876693,8.84,200,2,2
2,20211118131939120,2013,25876694,18,5100,1,2
2,20211118131939130,2013,25876698,8.64,400,1,2
2,20211118131939130,2013,25876700,59.01,100,2,2
2,20211118131939130,2013,25876701,59.01,200,2,2
2,20211118131939130,2013,25876702,4.05,2000,2,2
2,20211118131939130,2013,25876704,7.34,1800,2,2
2,20211118131939130,2033,6285277,205.11,90,2,2
2,20211118131939130,2033,6285278,110.773,10,2,2
2,20211118131939130,2033,6285284,205.105,10,1,2
2,20211118131939130,2033,6285286,264.548,30,1,2
2,20211118131939130,2014,25719379,4.85,103000,1,2
2,20211118131939130,2014,25719381,5.19,1000,2,2
2,20211118131939140,2014,25719383,24,1100,2,2
2,20211118131939140,2012,25555229,102.5,200,1,2
2,20211118131939140,2012,25555230,7.39,700,2,2
2,20211118131939140,2012,25555231,11.29,2700,1,2
2,20211118131939140,2014,25719384,127.67,100,2,2
2,20211118131939140,2012,25555238,15.19,300,1,2
2,20211118131939140,2012,25555241,7.03,400,2,2
2,20211118131939140,2032,2703388,371.89,10,1,2
2,20211118131939140,2012,25555244,9.08,2400,1,2
2,20211118131939140,2014,25719385,4.95,100,1,2
2,20211118131939140,2014,25719387,5.63,600,1,2
2,20211118131939150,2012,25555247,47.97,100,1,2
2,20211118131939150,2012,25555250,102.6,500,2,2
2,20211118131939150,2032,2703389,371.886,10,2,2
2,20211118131939150,2014,25719390,30.69,400,1,2
2,20211118131939150,2014,25719391,16.27,300,2,2
2,20211118131939150,2014,25719392,18.86,500,1,2
2,20211118131939150,2034,6163332,137.85,30,1,2
2,20211118131939150,2014,25719393,31.31,500,1,2
2,20211118131939150,2032,2703391,371.89,10,2,2
2,20211118131939150,2032,2703392,371.872,10,2,2
2,20211118131939150,2032,2703394,371.89,40,2,2
2,20211118131939150,2032,2703395,304.6,50,2,2
2,20211118131939150,2012,25555253,15.75,200,2,2
2,20211118131939150,2012,25555254,17.35,200,1,2
2,20211118131939150,2014,25719399,6.37,200,1,2
2,20211118131939150,2014,25719401,54.24,100,2,2
2,20211118131939150,2014,25719403,16.48,200,1,2
2,20211118131939150,2034,6163334,420.71,10,2,2
2,20211118131939150,2014,25719405,24.06,100,1,2
2,20211118131939150,2012,25555255,2.78,14300,2,2
2,20211118131939150,2012,25555263,20.5,100,1,2
2,20211118131939150,2024,645059,1.029,518800,1,2
2,20211118131939150,2024,645060,1.032,218800,2,2
2,20211118131939130,2013,25876727,8.63,2100,1,2
2,20211118131939130,2013,25876729,8.63,1700,1,2
2,20211118131939130,2013,25876733,8.63,3700,1,2
2,20211118131939130,2013,25876735,8.63,1500,1,2
2,20211118131939130,2013,25876737,8.63,1900,1,2
2,20211118131939130,2011,26020557,11.94,200,2,2
2,20211118131939130,2011,26020559,11.94,200,2,2
2,20211118131939130,2013,25876738,8.63,2100,1,2
2,20211118131939130,2013,25876739,18.58,300,1,2
2,20211118131939130,2013,25876740,8.63,2000,1,2
2,20211118131939130,2013,25876741,19.99,600,2,2
2,20211118131939130,2031,4955349,353.326,120,1,2
2,20211118131939130,2011,26020561,3.98,100,1,2
2,20211118131939130,2013,25876742,3.13,17500,2,2
2,20211118131939130,2013,25876743,17.84,100,2,2
2,20211118131939130,2033,6285288,205.115,90,1,2
2,20211118131939130,2011,26020562,33.3,200,2,2
2,20211118131939130,2011,26020564,109.13,900,2,2
2,20211118131939140,2011,26020565,28.97,500,2,2
2,20211118131939140,2011,26020567,21.88,6000,1,2
2,20211118131939140,2011,26020572,20.28,1400,2,2
2,20211118131939140,2011,26020574,11.27,500,1,2
2,20211118131939130,2013,25876744,377.23,100,2,2
2,20211118131939130,2013,25876745,133.71,500,2,2
2,20211118131939130,2013,25876746,12.61,2000,1,2
2,20211118131939140,2013,25876748,13.85,10000,1,2
2,20211118131939140,2013,25876750,4.89,2700,1,2
2,20211118131939140,2013,25876752,5.66,100,1,2
2,20211118131939140,2013,25876755,10.61,88800,1,2
2,20211118131939140,2033,6285293,205.116,90,1,2
2,20211118131939140,2033,6285295,110.75,200,2,2
2,20211118131939140,2031,4955350,139.66,210,1,2
2,20211118131939150,2014,25719406,6.38,100,1,2
2,20211118131939150,2014,25719408,6.37,1200,1,2
2,20211118131939150,2014,25719409,6.37,100,1,2
2,20211118131939160,2014,25719410,6.37,900,1,2
2,20211118131939150,2032,2703397,246.39,100,1,2
2,20211118131939160,2012,25555264,10.93,100,2,2
2,20211118131939160,2014,25719411,57.46,2000,2,2
2,20211118131939160,2014,25719412,30.48,1500,1,2
2,20211118131939160,2034,6163336,421.61,10,1,2
2,20211118131939160,2012,25555265,10.93,100,2,2
